index,45M_index,dielectric,homo,lumo,oxidation,reduction,ip,ea,deo,der,oxidation_solv,reduction_solv,ip_solv,ea_solv,deo_solv,der_solv,redox_stable
1222,12132337,2.7504540840990632,-0.21285,-0.1542,5.402692583166119,5.422825481683064,5.379018665170205,5.459098277875011,5.351589573965211,5.48342526948165,3.614943876042428,6.67722394596459,3.591269958046514,6.713496742156536,3.56384086684152,6.737823733763175,yes
1223,12133418,2.916122466238543,-0.24996,-0.16394,8.252088047576947,2.941389561404501,8.279081756376852,2.9345322886032528,8.317204927776501,2.899184680002783,6.020132229003081,4.373997062547736,6.047125937802987,4.367139789746487,6.085249109202636,4.331792181146017,yes
1224,12133786,2.2474079934892464,-0.29349,-0.17095,9.226247487139196,3.18087905202793,9.277214439331166,3.1554636044302264,9.373814909334758,3.101585032430139,7.115284764068124,4.583991626901156,7.166251716260095,4.5585761793034525,7.262852186263689,4.504697607303365,yes
1225,12160872,2.515975102136818,-0.26158,-0.1221,8.495062148443541,1.8724947756238688,8.625023794843338,1.853582852625213,8.660262557844081,1.788193858423251,6.347146752342737,3.4547312890477704,6.477108398742534,3.4358193660491145,6.512347161743278,3.3704303718471524,yes
1226,12162502,3.1323987847799835,-0.24138,-0.13667,7.806337859276285,2.695830676857388,7.869032924872673,2.6781704782617592,7.919401226272343,2.6170536738613857,5.842315335631279,4.179792402843914,5.905010401227668,4.162132204248286,5.955378702627336,4.101015399847912,yes
1227,12164097,3.251149236649204,-0.23488,-0.14038,7.764089494053189,2.4980619224132226,7.799545948253383,2.4748505982130475,7.827655324453566,2.4160739742129524,5.834997972478272,4.170354128753149,5.870454426678466,4.147142804552974,5.898563802878649,4.088366180552879,yes
1228,12170802,3.025238539853385,-0.23659,-0.16842,7.7298430763927986,3.2052599221936258,7.757381013197517,3.1820213865966127,7.791449685991935,3.150592219598624,5.782357192640165,4.729484179843452,5.809895129444884,4.706245644246438,5.843963802239302,4.6748164772484495,yes
1229,12172669,2.616861437230624,-0.24639,-0.12847,7.794392598900847,2.357136639685661,7.8296857847014545,2.336673666881641,7.87804044250002,2.2957749326828125,5.9266276816196815,3.903172739234071,5.961920867420289,3.8827097664300494,6.010275525218854,3.841811032231222,yes
1230,12179267,2.6144924566458365,-0.22624,-0.14474,7.160267929398806,2.881119902333777,7.21678600720151,2.851894858739504,7.2352897592042895,2.796084277328827,5.213786690539185,4.311655309763377,5.270304768341888,4.282430266169104,5.288808520344668,4.226619684758427,yes
1231,12179676,4.157960597935014,-0.24418,-0.12969,7.791939491190699,2.44710623572999,7.823586349388138,2.415486588929389,7.865192579991367,2.340818507332293,5.832090379973542,3.782614808438185,5.863737238170982,3.750995161637584,5.905343468774211,3.676327080040488,yes
